"cluster","name","avg_log2FC","p_val","p_val_adj","gene","COG_class","Func_anno","Func","time","Anno"
"Adhesive cells","COG3899",0.833482777772637,0.0129208558051335,0.0736690454129923,"COG3899","R","Predicted ATPase","","",""
"Adhesive cells","TauE",0.83421115447398,0.021922389535519,0.0996515576495003,"COG0730","P","Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family","","21183667;22797525",""
"Adhesive cells","Mcr1",0.834414941704166,0.0175113407404315,0.0869963841089,"COG0543","HC","NAD(P)H-flavin reductase","","","3A1F"
"Adhesive cells","CpoB",0.834503234474001,0.00148090495616706,0.0206438150889689,"COG1729","D","Cell division protein CpoB, coordinates peptidoglycan biosynthesis and outer membrane constriction","","25951518","2WZ7"
"Adhesive cells","COG3291",0.836915648450507,0.00183124940409317,0.0233899560682062,"COG3291","S","Uncharacterized conserved protein, PKD repeat domain","","","2KZW"
"Adhesive cells","YjdB",0.838934366907749,0.000821744710278278,0.0143074024664941,"COG5492","R","Uncharacterized conserved protein YjdB, contains Ig-like domain","","",""
"Adhesive cells","Lhr",0.8460062120716,0.00775890222041498,0.0533679754700254,"COG1201","L","Lhr-like helicase","","","5V9X"
"Adhesive cells","YtxK",0.847971440828529,0.0167077535887666,0.0851411982703319,"COG0827","L","Adenine-specific DNA N6-methylase","","","2F8L"
"Adhesive cells","Spo0J",0.851059254098874,0.00311730872098295,0.0311880025625615,"COG1475","D","Chromosome segregation protein Spo0J, contains ParB-like nuclease domain","","","1R71"
"Adhesive cells","YtcJ",0.85112334672696,0.00698483831602742,0.0501900237759909,"COG1574","R","Predicted amidohydrolase YtcJ","","","3ICJ"
"Adhesive cells","LRR",0.858676768810087,0.000981331024231233,0.0156638410050955,"COG4886","K","Leucine-rich repeat (LRR) protein","","","4OW2"
"Adhesive cells","Mrr",0.863937982667621,0.0145734895586318,0.0771066727844302,"COG1715","V","Restriction endonuclease Mrr","","",""
"Adhesive cells","MdlB",0.86651343499323,0.00285806093924724,0.0292951246272842,"COG1132","V","ABC-type multidrug transport system, ATPase and permease component","","","2HYD"
"Adhesive cells","Cps2a",0.872342911263344,0.0279930811476914,0.114771632705535,"COG1316","M","Anionic cell wall polymer biosynthesis enzyme TagV/TagU,  LytR-Cps2A-Psr (LCP) family (peptidoglycan teichoic acid transferase)","","29107701","2XXP"
"Adhesive cells","BglC",0.879943094496674,0.0121760225166816,0.0707384992686797,"COG2730","G","Aryl-phospho-beta-D-glucosidase BglC, GH1 family","","",""
"Adhesive cells","DppB",0.888733859416562,0.0132703988572318,0.0743310575541371,"COG0601","EP","ABC-type dipeptide/oligopeptide/nickel transport system, permease component","","",""
"Adhesive cells","COG3910",0.890157536810376,0.00618909386786575,0.0463849293107788,"COG3910","R","Predicted ATPase","","",""
"Adhesive cells","UbiE",0.890393680796198,0.00124234862175469,0.0187411317954798,"COG2226","H","Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG","Biotin biosynthesis","","4OBW"
"Adhesive cells","GGDEF",0.896724248068681,0.0181263772020626,0.0881447784407277,"COG2199","T","GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants","","","6D9M"
"Adhesive cells","FimA",0.903539056723083,0.0174649852485356,0.0869963841089,"COG3539","N","Pilin (type 1 fimbrial protein)","","","2M5G"
"Adhesive cells","COG4646",0.905002555276658,0.00851633352190353,0.0565322329977787,"COG4646","L","Adenine-specific DNA methylase, N12 class","","",""
"Adhesive cells","Tam",0.909229242755953,0.00341953648238128,0.033409652921926,"COG4106","C","Trans-aconitate methyltransferase","","","2P35"
"Adhesive cells","Cas8e",0.912286235077717,0.0230553635029085,0.102734136660237,"COG5942","V","CRISPR-Cas system type I-E effector complex large subunit Cas8e","CRISPR-Cas system","",""
"Adhesive cells","NuoM",0.914420715406161,0.0175331050038442,0.0869963841089,"COG1008","C","NADH:ubiquinone oxidoreductase subunit 4 (chain M)","NADH dehydrogenase","","6HUM"
"Adhesive cells","HEC1",0.915391993086312,0.0217280430003987,0.0989833070018163,"COG5185","D","Chromosome segregation protein NDC80, interacts with SMC proteins","","","2VE7"
"Adhesive cells","Tpd",0.917446376284351,0.0428066745430423,0.150269769280967,"COG3470","MI","Uncharacterized conserved protein probably involved in high-affinity Fe2+ transport","","18456808","2O6C"
"Adhesive cells","TrpE",0.928114273806491,0.0437615454684519,0.150597478643468,"COG0147","EH","Anthranilate/para-aminobenzoate synthases component I","Aromatic amino acid biosynthesis","","1I1Q"
"Adhesive cells","YitT",0.931215411655057,0.0300611818639901,0.120199176437574,"COG1284","S","Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains","","","3HLU"
"Adhesive cells","Tig",0.931966831325365,0.00602307365402331,0.0456313297484157,"COG0544","O","FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)","","","5OWI"
"Adhesive cells","SpeA",0.933398995750642,0.0382376729054629,0.139537476518888,"COG1166","E","Arginine decarboxylase (spermidine biosynthesis)","","","3N2O"
"Adhesive cells","EAL",0.938131478837471,0.0212616437864023,0.09792532413517,"COG2200","T","EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)","","","2BAS"
"Adhesive cells","SPS1",0.939999079553498,0.000400575723065803,0.00941127906663589,"COG0515","T","Serine/threonine protein kinase","","","6G4J"
"Adhesive cells","GDB1",0.940409429931504,0.0158728540917438,0.0817491081424539,"COG3408","G","Glycogen debranching enzyme (alpha-1,6-glucosidase)","","","5D06"
"Adhesive cells","GalA",0.94221187886805,0.0136873221587129,0.0749219650101272,"COG3345","G","Alpha-galactosidase","","","2XN0"
"Adhesive cells","PycA",0.945826430684394,0.0315261424798474,0.12362615253067,"COG1038","C","Pyruvate carboxylase","Urea cycle","","5VYW"
"Adhesive cells","LivK",0.947453196231475,0.00407768840221562,0.0367519243492796,"COG0683","E","ABC-type branched-chain amino acid transport system, periplasmic component","","","1USG"
"Adhesive cells","DdpA",0.948900851983513,0.0165297616914036,0.0848678902050073,"COG0747","E","ABC-type transport system, periplasmic component","","","3RQT"
"Adhesive cells","AcnA",0.958274287012032,0.00869232480898446,0.0571561357722846,"COG1048","C","Aconitase A","Lysine biosynthesisTCA cycle","","1ACO"
"Adhesive cells","COG4412",0.968804710562946,0.0184089470826948,0.0888986336025747,"COG4412","O","Bacillopeptidase F, M6 metalloprotease family","","",""
"Adhesive cells","CheY",0.971548591614905,0.00251669434716496,0.0273429505455135,"COG0784","T","CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F","","","6QRJ"
"Adhesive cells","AdhP",0.981541170655792,0.0195640862053276,0.0921039741053701,"COG1064","G","D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family","","","5O8Q"
"Adhesive cells","ElaC",0.982225327074909,0.00345121235348446,0.033409652921926,"COG1234","J","Ribonuclease BN, tRNA processing enzyme","","","1WW1"
"Adhesive cells","GAF",0.982921838951363,0.00254286267884734,0.0274078652653082,"COG2203","T","GAF domain","","",""
"Adhesive cells","RgpF",0.989045199482776,0.0146300252916228,0.0771066727844302,"COG3754","M","Lipopolysaccharide biosynthesis protein","","",""
"Adhesive cells","XtmB",0.993483930999094,0.00556999357241752,0.0432968645350373,"COG1783","X","Phage terminase large subunit","","","4IDH"
"Adhesive cells","COG3921",1.00448740115197,0.0302705151054476,0.120761114031568,"COG3921","S","Uncharacterized conserved protein, contains Extensin-like_C domain","","",""
"Adhesive cells","COG4249",1.00678252316927,0.00623991236706761,0.0464329422047629,"COG4249","R","Uncharacterized conserved protein, contains caspase domain","","","3UO8"
"Adhesive cells","PhnP",1.00874518236619,0.0369816914716828,0.136864985605821,"COG1235","P","Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase","","","6B9V"
"Adhesive cells","NrfG",1.00888659075339,0.00222614177369316,0.0258603469377355,"COG4235","CO","Cytochrome c-type biogenesis protein CcmH/NrfG","","",""
"Adhesive cells","TnaA",1.00962399470652,0.0330260117185511,0.127421651269483,"COG3033","E","Tryptophanase","","","1AX4"
"Adhesive cells","YedE",1.01540511728983,0.0233415410220565,0.102734136660237,"COG2391","R","Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains","","",""
"Adhesive cells","Csm3",1.02207705659672,0.013498744229974,0.0746716248277132,"COG1337","V","CRISPR-Cas system type III CSM-effector complex subunit Csm3, RAMP superfamily Cas7 group","CRISPR-Cas system","","6IFN"
"Adhesive cells","AraH",1.02264561425835,0.00984268668250982,0.0626986972996885,"COG1172","G","Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component","","",""
"Adhesive cells","FeoA",1.02393124944641,0.00454438308292446,0.0387849184750818,"COG1918","P","Fe2+ transport protein FeoA","","","2GCX"
"Adhesive cells","YgiM",1.03560900427642,0.00425257353343592,0.0374149522627565,"COG3103","R","Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family","","","2KQ8"
"Adhesive cells","COG3292",1.03595240443376,0.0015666444046139,0.0214108068630566,"COG3292","T","Periplasmic ligand-binding sensor domain","","","4A2L"
"Adhesive cells","ComP",1.04274685615704,0.00160907374721325,0.0216765233652821,"COG4585","T","Signal transduction histidine kinase ComP","","","4GT8"
"Adhesive cells","COG5545",1.04819565153837,0.00426545772515303,0.0374149522627565,"COG5545","X","Predicted P-loop ATPase and inactivated derivatives","","",""
"Adhesive cells","FabI",1.07014747294028,0.0269091549237216,0.111907754961121,"COG0623","I","Enoyl-[acyl-carrier-protein] reductase FabI","Fatty acid biosynthesis","","1C14"
"Adhesive cells","LivH",1.07740156103973,0.00990521487277365,0.0626986972996885,"COG0559","E","Branched-chain amino acid ABC-type transport system, permease component","","",""
"Adhesive cells","SpeE",1.09477312715891,0.013949297096431,0.0753813873227169,"COG0421","E","Spermidine synthase (polyamine aminopropyltransferase)","","","6BQ2"
"Adhesive cells","COG4642",1.09569490393254,0.0121197880485848,0.0707384992686797,"COG4642","S","Uncharacterized conserved protein","","",""
"Adhesive cells","PhoX",1.09988530537516,0.0448585477717806,0.153517550557763,"COG3211","R","Secreted phosphatase, PhoX family","","","3ZWU"
"Adhesive cells","YfcC",1.10523530140491,0.0469574310074741,0.157128391865639,"COG1288","R","Predicted membrane transporter YfcC, affects glyoxylate shunt","","24513124",""
"Adhesive cells","PepO",1.10586886070652,0.00575221555573702,0.0440581784873484,"COG3590","O","Predicted metalloendopeptidase","","","1DMT"
"Adhesive cells","VirD2",1.10748766585635,0.00637048890551465,0.046792433317841,"COG3843","U","Type IV secretory pathway, VirD2 component (relaxase)","","",""
"Adhesive cells","MutS2",1.10909786686107,0.0177217607004906,0.0876033135336306,"COG1193","L","dsDNA-specific endonuclease/ATPase MutS2","","",""
"Adhesive cells","YjbI",1.11557291043021,0.000871715644275903,0.0145820592974473,"COG1357","S","Uncharacterized conserved protein YjbI, contains pentapeptide repeats","","","2BM4"
"Adhesive cells","YjbI",1.11557291043021,0.000871715644275903,0.0145820592974473,"COG2346","P","Truncated hemoglobin YjbI","","","1DLW"
"Adhesive cells","CheR",1.11578456638586,0.0105960925033284,0.0657460813782184,"COG1352","T","Methylase of chemotaxis methyl-accepting proteins","","","1AF7"
"Adhesive cells","CaiA",1.11737414404311,0.00416232192478236,0.0371940818150423,"COG1960","I","Acyl-CoA dehydrogenase related to the alkylation response protein AidB","Fatty acid biosynthesis","","1BUC"
"Adhesive cells","COG4564",1.12319573262729,0.00240185606641022,0.0268571178334961,"COG4564","T","Signal transduction histidine kinase","","","2QHK"
"Adhesive cells","GsiA",1.13076240904046,0.000262145183280357,0.00686390587820207,"COG1123","O","ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain","","",""
"Adhesive cells","AraC",1.13988928548925,0.000897563523105654,0.01467255145284,"COG2207","K","AraC-type DNA-binding domain and AraC-containing proteins","","","1BL0"
"Adhesive cells","PulD",1.14034128980907,0.0234357643170411,0.102734136660237,"COG1450","U","Type II secretory pathway component GspD/PulD (secretin)","","","5TCQ"
"Adhesive cells","RnjA",1.14109648091642,0.0060092587275561,0.0456313297484157,"COG0595","J","mRNA degradation ribonuclease J1/J2","","","3T3N"
"Adhesive cells","MsrB",1.1413011807352,0.00344718465187877,0.033409652921926,"COG0229","O","Peptide methionine sulfoxide reductase MsrB","","","1L1D"
"Adhesive cells","YfcE",1.14292850886012,0.00443406963194018,0.0381548954748432,"COG0622","R","Predicted phosphodiesterase, calcineurin family","","17586769","1SU1"
"Adhesive cells","LivG",1.143280109552,0.0180433697490581,0.0881447784407277,"COG0411","E","ABC-type branched-chain amino acid transport system, ATPase component LivG","","29514851","1G9X"
"Adhesive cells","MsrA",1.1452146365907,0.00329294647739603,0.0324790145482788,"COG0225","O","Peptide methionine sulfoxide reductase MsrA","","","1FF3"
"Adhesive cells","SsuD",1.14787420945696,0.00232686479899899,0.0265872912279065,"COG2141","HR","Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)","Pyrimidine degradation","","1BRL"
"Adhesive cells","ParD",1.15674435458467,0.0230346998805407,0.102734136660237,"COG3609","K","Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain","","","3KXE"
"Adhesive cells","DctQ",1.1678712247605,0.0139643085516672,0.0753813873227169,"COG1593","G","TRAP-type C4-dicarboxylate transport system, large permease component","","",""
"Adhesive cells","PleD",1.16938929654067,0.00181592423057889,0.0233899560682062,"COG3706","TK","Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain","","","1W25"
"Adhesive cells","SpsE",1.17187918245684,0.0467781946128375,0.157128391865639,"COG2089","M","Sialic acid synthase SpsE, contains C-terminal SAF domain","","","1VLI"
"Adhesive cells","OVP1",1.18411799099458,0.0037158850559518,0.0348426710851803,"COG3808","C","Na+ or H+-translocating membrane pyrophosphatase","","11342551","4A01"
"Adhesive cells","ModA",1.19537764402414,0.00753013060656163,0.0524850103277346,"COG0725","P","ABC-type molybdate transport system, periplasmic Mo-binding protein ModA","Molybdopterin biosynthesis","","1AMF"
"Adhesive cells","COG3293",1.19792967488468,0.042862868128488,0.150269769280967,"COG3293","X","Transposase","","",""
"Adhesive cells","ArgF",1.19960768620872,0.00664984011208246,0.0486182366236518,"COG0078","E","Ornithine carbamoyltransferase","Arginine biosynthesis","","1A1S"
"Adhesive cells","FAA1",1.20702393218953,0.00144235501244421,0.0206438150889689,"COG1022","I","Long-chain acyl-CoA synthetase (AMP-forming)","","",""
"Adhesive cells","HtpG",1.21446174939185,0.00791928155180431,0.0541150906039961,"COG0326","O","Molecular chaperone, HSP90 family","","30150682","1Y4S"
"Adhesive cells","COG5301",1.2214118240618,0.000347289715018524,0.00854332698945569,"COG5301","X","Phage-related tail fiber protein","","","6CL6"
"Adhesive cells","AguA",1.22442037242592,0.00201120796153376,0.0245931920910356,"COG2957","E","Agmatine/peptidylarginine deiminase","","","1VKP"
"Adhesive cells","COG3464",1.23240472325187,0.00339160292907744,0.0332950315713658,"COG3464","X","Transposase","","",""
"Adhesive cells","NrfA",1.23246626681331,0.0128780252965858,0.0736690454129923,"COG3303","P","Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit","","","2J7A"
"Adhesive cells","DppD",1.2380713382006,0.00534607952951169,0.0418994001889564,"COG0444","EP","ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component","","","4FWI"
"Adhesive cells","COG4198",1.23996451490954,0.0274780601651514,0.112881382721673,"COG4198","S","Uncharacterized conserved protein, DUF1015 family","","",""
"Adhesive cells","Crp",1.24085633323783,0.000267296220468317,0.00690020243208953,"COG0664","T","cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases","","","1FT9"
"Adhesive cells","NupO",1.24281260364749,0.00361859728716134,0.0342460893499288,"COG3845","F","ABC-type guanosine uptake system NupNOPQ, ATPase component NupO","","21926227",""
"Adhesive cells","PemB",1.25980436912754,0.00862175464189664,0.0570351118723757,"COG4677","GI","Pectin methylesterase and related acyl-CoA thioesterases","","","1GQ8"
"Adhesive cells","COG2509",1.26749304591648,0.00724315808354624,0.051690933626946,"COG2509","R","FAD-dependent dehydrogenase","","","3NLC"
"Adhesive cells","YesM",1.27443269966987,0.00633755439221023,0.046792433317841,"COG2972","T","Sensor histidine kinase YesM","","",""
"Adhesive cells","TsdA",1.2757854990675,0.00488318993896451,0.0403648507348048,"COG3258","P","Thiosulfate dehydrogenase TsdA, contains C-terminal cytochrome c domain","","32457501",""
"Adhesive cells","Psp3",1.27665792220799,0.00389910411754954,0.0359164172237713,"COG5479","M","LGFP repeat-containing protein, may be involved in cell wall binding","","18629042",""
"Adhesive cells","YtoI",1.27888830865895,0.00189871553982739,0.0237737376872998,"COG4109","K","Predicted transcriptional regulator containing CBS domains","","",""
"Adhesive cells","COG4934",1.28020253640363,0.00206165457653298,0.0248695859808884,"COG4934","O","Serine protease, subtilase family","","","1T1E"
"Adhesive cells","TadX",1.28824105676567,0.00909190663144077,0.0592248497393852,"COG4655","R","Uncharacterized conserved protein, contains TadX/Tad_C domain","","26686616",""
"Adhesive cells","FecR",1.29072599171622,0.00350710947923237,0.0336392932159399,"COG3712","PT","Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport","","","5CAM"
"Adhesive cells","PotE",1.29445957212354,0.0109503766498874,0.0669850108514347,"COG0531","E","Serine transporter YbeC, amino acid:H+ symporter family","","","3LRB"
"Adhesive cells","COG4641",1.29541045082882,0.016734109088954,0.0851411982703319,"COG4641","D","Spore maturation protein CgeB","","",""
"Adhesive cells","CoxL",1.30963720001166,0.000526480790681961,0.0108997161714453,"COG1529","C","Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit","Non-phosphorylated Entner-Doudoroff pathway","10095793","1DGJ"
"Adhesive cells","FixA",1.31007695474503,0.00107487050739509,0.0167727927683816,"COG2086","C","Electron transfer flavoprotein, alpha and beta subunits","","","5OL2"
"Adhesive cells","COG4191",1.31717746950708,0.000395555369935796,0.00939893498336078,"COG4191","T","Signal transduction histidine kinase regulating C4-dicarboxylate transport system","","","4GCZ"
"Adhesive cells","LivM",1.32063563291462,0.00129502341610421,0.0193420997362421,"COG4177","E","ABC-type branched-chain amino acid transport system, permease component","","",""
"Adhesive cells","TesA",1.32178140384346,0.000285183670108924,0.00727218358777756,"COG2755","DI","Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK","","","1BWP"
"Adhesive cells","DctM",1.32465749878613,0.0214753442851348,0.0982602733046322,"COG3090","G","TRAP-type C4-dicarboxylate transport system, small permease component YiaM","","",""
"Adhesive cells","COG2768",1.32736966815659,4.48244501537427e-05,0.00240328013516605,"COG2768","S","Uncharacterized Fe-S cluster protein","","",""
"Adhesive cells","Cas1",1.32895489284229,0.00269963123011992,0.0285097419302058,"COG1518","V","CRISPR-Cas system-associated integrase Cas1","CRISPR-Cas system","","2YZS"
"Adhesive cells","HAMP",1.32972464518627,0.00018250748590399,0.00578216898523097,"COG2770","T","HAMP domain","","",""
"Adhesive cells","COG3608",1.33266826620147,0.00162755340427991,0.0216765233652821,"COG3608","R","Predicted deacylase","","","3CDX"
"Adhesive cells","SmtA",1.33505630716542,0.00986028358448124,0.0626986972996885,"COG0500","QR","SAM-dependent methyltransferase","","","5DNK"
"Adhesive cells","CelB",1.33770251125534,0.000858155377396989,0.0144709910817508,"COG1455","G","Phosphotransferase system cellobiose-specific component IIC","","","3QNQ"
"Adhesive cells","Chb",1.34034039186633,0.00029815633757754,0.00751138435993537,"COG3525","G","N-acetyl-beta-hexosaminidase","","18063573","3RPM"
"Adhesive cells","HutI",1.34748746497031,0.013294985903992,0.0743310575541371,"COG1228","Q","Imidazolonepropionase or related amidohydrolase","","","3OOQ"
"Adhesive cells","FlgK",1.34958551118195,0.00492346315240634,0.040372397849732,"COG1256","N","Flagellar hook-associated protein FlgK","","","2D4Y"
"Adhesive cells","Cas10",1.35240515324398,0.00116179279653818,0.0179948795374914,"COG1353","V","CRISPR/Cas system-associated protein Cas10, large subunit of type III CRISPR-Cas systems, contains HD superfamily nuclease domain","CRISPR-Cas system","","6IFN"
"Adhesive cells","COG5001",1.35299040461747,0.00144574348386078,0.0206438150889689,"COG5001","T","Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain","","",""
"Adhesive cells","FadB",1.36677109410925,0.011359897507448,0.0684540221558323,"COG1250","I","3-hydroxyacyl-CoA dehydrogenase","Fatty acid biosynthesis","","5ZQZ"
"Adhesive cells","BioF",1.37218207356258,0.00182818797619436,0.0233899560682062,"COG0156","H","7-keto-8-aminopelargonate synthetase or related enzyme","Biotin biosynthesis","","1BS0"
"Adhesive cells","PepF",1.38435571783807,7.35042648408263e-05,0.00334124821265582,"COG1164","E","Oligoendopeptidase F","","","3CE2"
"Adhesive cells","LCB5",1.38685466402069,0.00377760293522805,0.0352632488284011,"COG1597","IR","Phosphatidylglycerol kinase, diacylglycerol kinase family","","17351295","2BON"
"Adhesive cells","COG4870",1.38916689240752,0.000831551683352705,0.0143074024664941,"COG4870","O","Cysteine protease, C1A family","","","1AEC"
"Adhesive cells","GltP",1.39080736673871,0.00243509027868136,0.0270839030463974,"COG1301","C","Na+/H+-dicarboxylate symporter","","","1XFH"
"Adhesive cells","YjjB",1.40418347394696,0.0171438910057431,0.086752563108574,"COG3610","S","Uncharacterized membrane protein YjjB, DUF3815 family","","",""
"Adhesive cells","HolC",1.40439825255057,0.00211088405698936,0.0250787418361634,"COG2927","L","DNA polymerase III, chi subunit","","","1EM8"
"Adhesive cells","NarJ",1.40793530778544,0.0177724014463501,0.0876464420384861,"COG2180","CPO","Nitrate reductase assembly protein NarJ, required for insertion of molybdenum cofactor","","",""
"Adhesive cells","FlgE",1.4095666295489,0.00131555703217994,0.019509430881477,"COG1749","N","Flagellar hook protein FlgE","","","3A69"
"Adhesive cells","TusA",1.41523320302338,0.000119262046153256,0.00423481191959066,"COG0425","JHO","Sulfur carrier protein TusA (tRNA thiolation, molybdenum cofactor biosynthesis)","","23894086","1DCJ"
"Adhesive cells","COG3976",1.42653448932579,9.04365240459798e-05,0.00370789748588517,"COG3976","R","Uncharacterized conserved protein, contains FMN-binding domain","","",""
"Adhesive cells","MngR",1.42799179598604,9.54662487620789e-05,0.00383884473387514,"COG2188","K","DNA-binding transcriptional regulator, GntR family","","","2WV0"
"Adhesive cells","MalE",1.43278150619629,0.000740310537047987,0.0136667450865184,"COG2182","G","Maltose-binding periplasmic protein MalE","","","1T0K"
"Adhesive cells","PstB",1.44642953218789,2.7210776698581e-05,0.00196199083023217,"COG1117","P","ABC-type phosphate transport system, ATPase component","","",""
"Adhesive cells","PaaK",1.44729519469771,0.00383621377435282,0.0354934646113794,"COG1541","H","Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family","","","2Y4O"
"Adhesive cells","FabG",1.46051464166559,0.000104060088312959,0.00390889326459221,"COG1028","I","NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family","Fatty acid biosynthesis","","6L1H"
"Adhesive cells","YgiQ",1.46407345204224,0.00206949209023175,0.0248695859808884,"COG1032","R","Radical SAM superfamily enzyme YgiQ, UPF0313 family","","","6FD2"
"Adhesive cells","PaaJ",1.46610071102949,0.00440425377220418,0.0381548954748432,"COG0183","I","Acetyl-CoA acetyltransferase","Fatty acid biosynthesis","","1AFW"
"Adhesive cells","Tar",1.4712739968288,5.93696100527294e-06,0.000792977801323012,"COG0840","T","Methyl-accepting chemotaxis protein (MCP)","","","1QU7"
"Adhesive cells","FeoB",1.47857762448209,0.0096889661871225,0.0623373178377635,"COG0370","P","Fe2+ transporter FeoB","","32095817","3TAH"
"Adhesive cells","OadA1",1.49043091780185,0.00213217993917676,0.0251886341967152,"COG5016","C","Pyruvate/oxaloacetate carboxyltransferase","Urea cycle","18681940","2NX9"
"Adhesive cells","COG3666",1.50182349135662,0.00488393459392903,0.0403648507348048,"COG3666","X","Transposase, IS1182 family","","",""
"Adhesive cells","RnhC",1.50675253468479,0.00310780149370925,0.0311880025625615,"COG1039","L","Ribonuclease HIII","","","2D0A"
"Adhesive cells","MntR",1.51700506382365,0.000134011624910442,0.00459374274897925,"COG1321","K","Mn-dependent transcriptional regulator MntR, DtxR family","","","1B1B"
"Adhesive cells","PorA",1.51707066107297,0.000741265927296162,0.0136667450865184,"COG0674","C","Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit","Pyruvate oxidation","","5C4I"
"Adhesive cells","NrnA",1.51814709107907,0.000762316122053057,0.0138608957496778,"COG0618","FT","nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs","","","5O4Z"
"Adhesive cells","MenE/FadK",1.52631607985106,3.79780842811174e-05,0.00221544158405463,"COG0318","I","O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)","Menaquinone biosynthesis","25151136;27455459","5EY9"
"Adhesive cells","SpeB",1.53427750029584,0.033728504613083,0.129061938296934,"COG0010","E","Arginase/agmatinase family enzyme","Urea cycle","","1CEV"
"Adhesive cells","PncA",1.53989684198136,0.00449655263712028,0.0385339818205676,"COG1335","HR","Nicotinamidase-related amidase","Pyrimidine degradation","","1ILW"
"Adhesive cells","LytS",1.54453000914316,0.00745201307491198,0.052465182961754,"COG3275","T","Sensor histidine kinase, LytS/YehU family","","",""
"Adhesive cells","MalK",1.54866431154548,0.00019842897424472,0.00601326065428565,"COG3839","G","ABC-type sugar transport system, ATPase component MalK","","","2ONK"
"Adhesive cells","NuoI",1.56069067763972,7.6960376914532e-06,0.000870576813965884,"COG1143","C","Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)","NADH dehydrogenase","","1B0P"
"Adhesive cells","NorV",1.60633231962325,7.5714136617503e-05,0.0033684736099404,"COG0426","C","Flavorubredoxin","","","4JHC"
"Adhesive cells","NorV",1.60633231962325,7.5714136617503e-05,0.0033684736099404,"COG1773","P","Flavorubredoxin","","","4D02"
"Adhesive cells","Qor",1.6277607475002,0.00392450904929851,0.0359918790442245,"COG0604","CR","NADPH:quinone reductase or related Zn-dependent oxidoreductase","","","2VCY"
"Adhesive cells","AcyC",1.62824349642975,7.25538485013421e-05,0.00334124821265582,"COG2114","T","Adenylate cyclase, class 3","","","1AB8"
"Adhesive cells","FHA",1.64185053317646,7.18646455671441e-05,0.00334124821265582,"COG1716","T","Forkhead associated (FHA) domain, binds pSer, pThr, pTyr","","","2FEZ"
"Adhesive cells","RpnC",1.65206189047214,0.0107659166167251,0.0664572588381267,"COG5464","L","Recombination-promoting DNA endonuclease RpnC/YadD","","28096446",""
"Adhesive cells","RnfB",1.67819683635559,1.29888952151805e-05,0.0010863911957977,"COG2878","C","Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit","Na+-translocating Fd:NADH oxidoreductase","24045950",""
"Adhesive cells","PocR",1.6847460469566,0.00988982497506817,0.0626986972996885,"COG4936","T","Ligand-binding sensor domain","","",""
"Adhesive cells","CheX",1.68898779960547,0.00917509384267168,0.0595811218168524,"COG1406","N","Chemotaxis protein CheX, a CheY~P-specific phosphatase","","","3H2D"
"Adhesive cells","CheW",1.69464737984058,5.97736211682336e-05,0.0029758724253042,"COG0835","T","Chemotaxis signal transduction protein CheW","","","2QDL"
"Adhesive cells","CYK3",1.71088310201814,1.84583172291021e-05,0.00142949412318713,"COG5279","D","Cytokinesis protein 3, contains TGc (transglutaminase/protease-like) domain","","",""
"Adhesive cells","HutH",1.71937657981091,0.000502161385090384,0.0108997161714453,"COG2986","E","Histidine ammonia-lyase","","","1B8F"
